gene_name,logFC,logCPM,PValue,significant,symbol,entrez_name,location,gene_type,comparison
ENSMUSG00000004891,0.331853395246959,7.06819532356444,0.0633709955243933,0,Nes,nestin,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000079017,-0.720925502867909,5.89524769743787,0.063425586375599,0,Ifi27l2a/Ifi27l2b,interferon, alpha-inducible protein 27 like 2A,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000026483,-0.212248352359533,6.93002398255099,0.0656770213209919,0,NIBAN1,niban apoptosis regulator 1,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000026434,-0.181480285628126,7.39311963007652,0.0657048396349899,0,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1,Nucleus,kinase,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000021728,-0.248116950454747,6.96145530250721,0.0658473788750736,0,EMB,embigin,Plasma Membrane,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000119895,-0.979347086902996,8.14263383661503,0.0659622992099366,0,NA,NA,NA,NA,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000026417,-0.823649834671447,8.3443806282142,0.0672405946948529,0,PIGR,polymeric immunoglobulin receptor,Plasma Membrane,transporter,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000001995,0.246408360615156,6.58244892367771,0.0676488715620311,0,SIPA1L2,signal induced proliferation associated 1 like 2,Other,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000026159,0.177428514185343,7.16366113206355,0.0686020392998793,0,AGFG1,ArfGAP with FG repeats 1,Nucleus,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000026003,-0.297041409146961,6.41411806875977,0.0724899409068882,0,ACADL,acyl-CoA dehydrogenase long chain,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000029068,0.289005741875143,6.75943079919923,0.0726391402360728,0,CCNL2,cyclin L2,Nucleus,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000024892,-0.428673744845699,6.57119325417187,0.0728701437883602,0,PC,pyruvate carboxylase,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000021957,-0.304960078558941,7.4338081495925,0.0737861657777274,0,TKT,transketolase,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000026574,-0.319054590509482,6.53572523719205,0.0758408232945905,0,DPT,dermatopontin,Extracellular Space,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000037754,0.284068919570664,7.25507038456907,0.0760450414196077,0,PPP1R16B,protein phosphatase 1 regulatory subunit 16B,Plasma Membrane,phosphatase,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000045092,0.475021982978059,8.0234895181304,0.0760906069394407,0,S1PR1,sphingosine-1-phosphate receptor 1,Plasma Membrane,G-protein coupled receptor,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000022893,0.380397890841954,7.36412839825452,0.0761047937195336,0,ADAMTS1,ADAM metallopeptidase with thrombospondin type 1 motif 1,Extracellular Space,peptidase,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000047139,-0.47774030619641,8.14781668187505,0.0769259497918708,0,Cd24a,CD24a antigen,Plasma Membrane,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000019997,0.379548440406964,7.26469833527497,0.0792260289057842,0,CCN2,cellular communication network factor 2,Extracellular Space,growth factor,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000036040,0.402439378784397,6.44362761770976,0.0792585436121422,0,ADAMTSL2,ADAMTS like 2,Extracellular Space,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
